0,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'season', 'sunshine', 'park', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'inside', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'haha', 'thunderstorms', 'wind', 'fb'
18,1,'raining', 'walking', 'ugh', ':(', ':)', 'summer', 'soon', 'bring', 'windy', 'sleep', 'winds', 'todays', 'cold', 'hate', 'perfect', 'la', 'sunday', 'thursday', 'better', 'to', 'finally', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'coffee', 'good', 'watching', 'big', 'watch', 'gonna', 'early', 'mention', 'game', 'gloomy', 'sunny', 'world', 'bit', 'day', 'cool', 'school', 'clouds', '50', 'cloudy', 'morning', 'bad', 'night', 'movie', 'gotta', 'enjoy', 'people', 'spring', 'national', 'hard', 'yeah', '10', 'wednesday', 'year', 'home', 'humidity', 'saturday', 'best', 'lt3', 'waiting', 'sun', 'forecast', '3', 'cuddle', 'smh', 'ass', 'lazy', 'run', 'city', 'late', 'friday', 'yesterday', 'water', 'umbrella', 'wtf', 'put', 'news', 'wait', 'dry', 'great', 'kids', 'ok', 'getting', 'god', 'days', 'chilly', 'afternoon', 'w', 'wanna', 'south', 'heavy', 'already', 'love', 'feel', 'tuesday', 'walk', 'down', 'weather', 'done', 'been', 'tomorrow', 'pouring', 'guess', 'long', 'service', 'area', 'tired', 'due', 'lol', 'start', '2', 'music', 'storm', 'house', 'damn', 'lovely', 'today', 'happy', 'life', 'north', 'season', 'sunshine', 'haha', 'dreary', 'freezing', 'warm', 'hail', 'didnt', 'glad', 'tonight', 'kind', 'f', 'car', 'inside', 'work', 'bed', 'n', 'evening', 'warning', 'supposed', 'fun', 'making', 'pm', 'flooding', 'beautiful', 'crazy', 'hoping', 'awesome', 'mind', 'fuck', 'high', 'cant', 'rained', 'showers', 'ready', 'seattle', 'check', 'shit', 'rainy', 'end', 'april', 'rains', 'snow', '40', '1', 'flood', 'hot', '5', 'nyc', 'nice', 'week', 'monday', 'stop', 'highs', 'thunderstorm', 'rain', 'stay', 'chance', 'mph', 'coming', 'thunder', 'weekend', 'man', 'mondays', 'dark', 'light', 'later', 'spend', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
19,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'inside', 'work', 'bed', 'n', 'evening', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'snow', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
19,1,'summer', ':)', 'photo', 'sleet', 'bring', 'shovel', 'melt', 'skiing', 'cold', 'guys', 'ground', 'perfect', 'northern', 'snowing', 'wyoming', 'storms', 'lake', 'denver', 'better', 'finally', 'degrees', '4', 'pretty', 'late', 'covered', 'weeks', 'east', 'ski', 'excited', 'hope', 'hate', 'good', '7', 'ya', 'big', 'spell', 'utah', 'gonna', 'da', 'mention', 'fall', 'report', 'world', 'bit', 'day', 'cool', 'feet', 'school', 'wednesday', 'wait', 'morning', 'bad', 'miles', 'night', 'snowstorm', 'heavy', 'people', 'spring', 'hail', 'video', 'pass', 'home', '2011', 'record', 'lots', 'sun', 'wow', 'nature', 'ice', 'forecast', '3', 'closed', 'internet', 'falling', 'body', 'aint', 'run', 'state', 'hours', 'california', 'wtf', 'imagine', 'news', 'post', 'stage', 'water', 'great', 'kids', 'getting', 'months', 'days', 'thinking', 'tour', 'w', 'wanna', 'road', 'already', 'love', 'colorado', 'blizzard', 'childhoodmemories', 'down', 'canyon', 'weather', 'lol', 'open', 'tomorrow', 'city', 'tahoe', 'stuck', 'west', 'top', 'due', 'been', 'start', 'live', '2', 'damn', 'lot', 'house', 'white', 'valley', 'today', 'mountains', 'head', 'north', 'storm', 'inches', 'snowy', 'started', 'season', 'wet', 'park', 'oregon', 'trail', 'warm', 'boots', '8', 'atoc', '12', '15', 'lmao', 'car', 'work', 'n', 'mt', 'fun', 'didnt', 'pack', 'beautiful', 'gone', 'crazy', 'patrol', 'almost', 'awesome', 'year', 'deep', 'alaska', 'tonight', 'cant', 'woman', 'ready', 'check', 'shit', 'mountain', 'memorial', 'end', 'winter', 'snow', 'trip', '1', 'sunday', '5', 'flakes', 'shoveling', 'nice', 'week', 'play', 'monday', 'haha', 'june', 'yesterday', 'rain', 'falls', 'chance', 'montana', 'yellowstone', 'trees', 'opening', 'coming', 'weekend', 'man', 'ago', 'drive', 'thought', 'green', 'time', 'snowed', 'fresh', 'playing'
20,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'watch', 'bring', 'windy', 'sleep', 'winds', 'todays', 'cold', 'hate', 'perfect', 'nws', 'sunday', 'better', 'to', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'hope', 'southwest', 'good', '10', 'freezing', 'gonna', 'da', 'mention', 'feels', 'world', 'bit', 'day', 'cool', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'inside', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hair', 'warmer', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'chicago', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', 'degree', 'friday', 'gotta', 'water', 'southeast', 'wear', 'put', 'news', '100', 'change', 'wait', 'dry', 'great', ':-)', 'ok', 'getting', '00mph', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', 'coming', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'happy', 'life', 'north', 'shorts', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'ride', 'work', 'sucks', 'bed', 'n', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'seattle', 'check', 'shit', 'rainy', 'end', 'winter', 'watching', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'sunny', 'yesterday', 'rain', 'stay', 'chance', 'mph', 'kinda', '70', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'wind'
20,1,'summer', ':(', ':)', 'nws', 'issued', 'move', 'scattered', 'soon', 'damage', 'cdt', 'tstorm', 'sleep', 'edt', 'winds', 'northern', 'hate', 'issues', 'perfect', '21', 'stormy', '23', 'storms', 'waiting', 'better', '4', 'late', 'bout', 'east', '2011', 'hope', 'lightening', 'good', 'hit', 'risk', 'stay', 'watching', 'read', 'big', 'safe', 'watch', 'gonna', 'dark', 'mention', 'game', 'front', 'affect', 'day', 'county', 'clouds', 'radar', 'cloudy', 'morning', 'large', 'bad', 'okwx', 'night', 'heading', 'heavy', 'week', 'people', 'house', 'national', 'yeah', 'hail', 'video', 'home', 'lightning', 'event', 'best', 'thunder', 'oklahoma', 'forecast', 'shelter', '3', 'conditions', '10', 'power', 'friday', 'effect', 'ww', 'news', 'strong', 'counties', 'wait', 'scary', 'great', 'central', 'tx', 'getting', 'god', 'fb', 'reports', 'arwx', 'airport', 'afternoon', 'w', 'joplin', 'bulletin', 'south', 'love', 'headed', 'feel', 'sky', 'down', 'weather', 'been', 'quiet', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'lol', 'live', '2', 'damn', 'calm', 'storm', '6', 'scared', 'today', 'pm', 'expiring', 'north', 'eastern', 'update', 'c', 'hear', 'ok', 'line', '11', 'tonight', '12', 'f', 'local', 'mo', 'work', 'missouri', 'n', 'evening', 'ar', 'texas', 'cancelled', 'didnt', 'crazy', 'ne', 'awesome', 'days', 'high', 'cant', 'warning', 'showers', 'wow', 'ready', 'victims', 'spc', 'shit', 'huge', 'tornadoes', 'end', 'dallas', 'partly', 'nc', 'isolated', 'saturday', '1', 'sunday', '5', 'nice', 'status', 'requested', 'continues', 'threat', 'warnings', 'tornado', 'sunny', 'kansas', 'southern', 'thunderstorm', 'rain', 'alert', 'chance', 'moving', 'mph', 'coming', 'rolling', 'sun', 'weekend', 'man', 'chasing', 'center', 'st', 'ks', 'severe', 'time', 'alabama', 'thunderstorms', 'wind'
21,0,'summer', ':(', ':)', 'nws', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'raining', 'storms', 'sunday', 'better', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'enjoying', 'hope', 'southwest', 'good', 'hit', 'watching', 'big', 'safe', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'gotta', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'thunder', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', '00mph', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'wx', 'today', 'pm', 'expiring', 'north', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'inside', 'work', 'sucks', 'bed', 'n', 'texas', 'fun', 'making', 'happy', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'mph', 'coming', 'sun', 'weekend', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
21,1,'summer', ':(', ':)', 'raining', 'rapture', 'photo', 'soon', 'mid', 'bring', 'bright', 'fforecast', 'todays', 'cold', 'perfect', 'la', 'sky', 'hot', 'thursday', 'better', 'finally', 'degrees', '4', 'pretty', 'enjoying', 'excited', 'skies', '75', 'coffee', 'good', 'garden', 'sitting', 'ya', 'big', 'sunny', 'gonna', 'early', 'mention', 'game', 'world', 'bit', 'day', 'cool', 'school', 'clouds', 'd', 'mothers', 'windy', 'cloudy', 'morning', 'bad', 'night', 'x', 'side', '65', 'enjoy', 'fair', 'people', 'spring', 'feeling', 'yeah', 'warmer', 'year', 'home', '80', 'air', 'saturday', 'best', 'shining', 'blue', '60s', 'portland', 'chicago', 'lots', 'sun', 'wow', 'forecast', 'current', '3', 'conditions', 'house', 'supposed', 'aint', 'full', 'run', 'degree', 'friday', '70s', 'hours', 'california', 'wait', 'dry', 'temps', 'c', ':-)', 'ahead', 'getting', 'god', 'florida', 'days', 'amazing', 'place', 'afternoon', 'w', 'west', 'wanna', 'love', 'feel', 'sweet', 'tuesday', 'coming', 'walk', 'down', 'pm', 'weather', 'done', 'long', 'open', 'tomorrow', 'lol', 'hoping', 'city', 'yay', 'working', 'friends', 'hey', 'been', 'start', 'beer', '2', 'damn', 'storm', 'gorgeous', 'music', 'lovely', 'today', 'loving', 'life', 'partly', 'sunshine', 'park', 'great', 'warm', '90', 'glad', 'tonight', 'car', 'ride', 'work', 'n', 'hope', 'fun', 'happy', 'beautiful', '(:', 'san', 'awesome', 'high', 'cant', 'evening', 'showers', 'ready', 'wonderful', 'tan', 'seattle', 'check', 'sat', 'rainy', 'end', 'snow', '1', 'sunday', '80s', 'party', '85', 'beach', 'nice', 'week', 'lt3', 'play', 'monday', 'haha', 'highs', 'yesterday', 'rain', 'stay', 'chance', '72', '70', 'weekend', 'pool', 'lunch', 'light', 'clear', 'later', 'breezy', 'breeze', 'time', 'playing', 'patio', 'fb'
22,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'winds', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'to', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'bout', 'enjoying', 'ride', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'gonna', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'inside', 'enjoy', 'fair', 'people', 'fucking', 'spring', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'southeast', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'house', 'lovely', 'today', 'pm', 'expiring', 'life', 'north', 'shorts', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'gotta', 'work', 'bed', 'n', 'texas', 'fun', 'making', 'happy', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'nice', 'week', 'monday', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'mph', 'coming', 'thunder', 'weekend', 'pool', 'man', 'e', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
22,1,'breaking', 'todays', 'nws', 'issued', 'blog', 'damage', 'cdt', 'radar', 'violent', 'radio', 'winds', 'praying', 'hate', 'ground', '25', 'northeast', 'tx', 'pray', 'show', 'storms', 'state', 'day', 'survivors', '4', 'msnbccom', 'east', 'midwest', 'worth', 'texas', 'good', 'victims', 'risk', 'touch', 'watching', 'big', 'activation', 'safe', 'watch', 'mph', 'mention', 'updates', 'report', 'touched', 'areas', 'down', 'moines', 'warned', 'alert', 'large', 'bad', 'miles', 'man', 'missouri', 'including', 'heading', 'spotted', 'sirens', 'des', 'people', 'national', 'prediction', 'hail', 'streaming', 'video', 'states', 'year', 'oklahoma', 'shelter', '3', 'toll', 'cnn', 'chasers', 'kansas', '10', 'night', 'effect', 'reported', 'death', 'ohio', 'news', 'twisters', 'counties', 'wx', 'scary', 'hits', 'central', 'metro', 'southeast', 'capable', 'reports', 'april', 's', 'topeka', 'w', 'joplin', 'bulletin', 'top', 'south', 'major', 'love', 'family', 'headed', 'tuesday', 'county', 'weather', 'long', 'path', 'tomorrow', 'cloud', 'city', 'strong', 'service', 'area', 'west', 'hospital', 'prayers', 'system', 'been', 'plains', 'live', '2', 'storm', 'chaser', 'twister', 'today', 'pm', 'funnel', 'north', 'eastern', 'update', 'great', 'watches', 'tornados', 'ok', 'eas', 'producing', 'horrible', 'town', 'tuscaloosa', 'developing', 'snow', 'mo', 'getting', 'n', 'record', 'evening', 'ar', 'hope', 'crazy', 'stream', 'spotters', 'sw', 'minneapolis', 'tonight', 'cant', 'warning', 'track', 'hit', 'st', 'ks', 'tornadoes', 'recovery', 'dallas', 'deadly', '45', 'ne', '40', 'parts', 'northwest', '9', 'outbreak', 'channel', 'nw', 'requested', 'http', 'threat', 'warnings', 'tornado', 'reporting', 'southern', 'confirmed', 'rain', 'stay', 'fb', 'moving', 'coverage', 'thunderstorm', '2011', 'tracking', 'center', 'cover', 'ef5', 'thunderstorms', 'tornadic', 'severe', 'time', 'affected', 'alabama', 'wow', 'se'
23,0,'summer', ':(', ':)', 'raining', 'issued', 'soon', 'cdt', 'bring', 'windy', 'sleep', 'edt', 'cold', 'hate', 'perfect', 'nws', 'storms', 'sunday', 'better', 'to', 'finally', 'air', 'degrees', '4', 'pretty', 'wet', 'bout', 'enjoying', 'hope', 'good', 'hit', 'watching', 'big', 'watch', 'mph', 'da', 'mention', 'feels', 'sunny', 'world', 'bit', 'day', 'cool', 'county', 'school', 'clouds', 'd', 'cloudy', 'morning', 'bad', 'night', 'inside', 'enjoy', 'people', 'fucking', 'house', 'national', 'yeah', 'hail', 'year', 'home', '80', 'humidity', 'stop', 'saturday', 'best', 'sun', 'wow', 'forecast', 'current', '3', 'smh', 'conditions', 'supposed', 'ass', 'aint', 'run', '10', 'degree', 'friday', 'yesterday', 'water', 'wear', 'news', '100', 'change', 'wait', 'dry', 'great', 'ok', 'getting', 'god', 'days', 'amazing', 'chilly', 'afternoon', 'w', 'joplin', 'wanna', 'south', 'gorgeous', 'already', 'love', 'feel', '70', 'walk', 'down', 'weather', 'lol', 'open', 'tomorrow', 'city', 'long', 'service', 'area', 'west', 'due', 'been', 'start', 'live', '2', 'damn', 'storm', 'spring', 'lovely', 'today', 'happy', 'expiring', 'life', 'north', 'shorts', 'season', 'sunshine', 'haha', 'c', 'heat', 'warm', '90', 'glad', 'high', 'east', 'temp', 'f', 'car', 'gotta', 'work', 'bed', 'n', 'evening', 'texas', 'fun', 'making', 'pm', 'didnt', 'beautiful', 'crazy', 'san', 'park', 'awesome', 'fuck', 'tonight', 'cant', 'warning', 'showers', 'ready', 'partly', 'check', 'shit', 'rainy', 'end', 'winter', 'snow', '1', 'loving', 'hot', '5', 'skies', 'beach', 'channel', 'nice', 'week', 'monday', 'tornado', 'freezing', 'thunderstorm', 'rain', 'stay', 'chance', 'moving', 'gonna', 'coming', 'thunder', 'weekend', 'pool', 'man', 'game', 'severe', 'time', 'thunderstorms', 'wind', 'fb'
23,1,'2980', ':)', '2968', '173mph', 'windy', 'winds', 'cold', 'forecast', '24', 'current', 'northeast', '127mph', 'lake', 'pct', 'better', '345', 'bike', 'degrees', 'pretty', 'wet', '760f', 'east', 'hope', 'southwest', 'good', '69mph', '550f', '510f', '1156', 'sunny', 'mph', 'feels', 'vegas', '265', 'press', '2', 'bit', '1256', '184mph', 'day', '2979', 'cool', '2998', '590f', '2990', 'gust', '2992', '2993', '2994', '2995', 'cloudy', 'morning', '600f', 'p', 'night', 'nw', '3000', 'fair', '115mph', '790f', 'hair', '560f', '2996', '276', 'anthem', 'humidity', 'gonna', '2989', '2988', '2982', '2981', '81mph', '2986', '2985', '2984', '770f', '540f', 'fog', '1253', '46mph', '650f', '690f', 'blowing', 'run', '35mph', '856', '670f', '161mph', '59f', 'rain000', 'super', '570f', 'wy', 'great', '38', 'g', 'southeast', '00mph', '630f', 'days', 'airport', '60f', 'afternoon', 'w', '150mph', 'south', 'love', '453', 'gusting', '700f', 'down', '62', 'weather', 'been', '3002', '680f', '253', '256', 'city', '23', '853', 'west', '740f', 'lol', 'sunday', '656', '138mph', '640f', '653', 'storm', 'damn', 'today', 'pm', '753', 'north', '58mph', 'inches', 'hum', 'getting', 'c', 'freezing', 'warm', 'sun', 'tonight', '620f', 'temp', 'f', 'ride', '92mph', 'n', 'mt', '104mph', '530f', 'fun', 'pressure', '500f', 'beautiful', '153', '30', '710f', '520f', 'sw', 'fuck', '553', 'high', 'cant', 'partly', 'az', '750f', '1053', 'nm', '46', '953', '45', 's', 'walk', 'hot', 'northwest', 'nice', '480f', '52f', 'rain', 'fb', '000', 'tatum', '1153', '70', 'variable', '2997', 'e', 'clear', 'overcast', 'm', 'breezy', 'breeze', '353', 'time', '610f', '720f', 'wind'
